id,weight,spec,outside
1,85,120p,0
2,88,110p,0
3,84,120p,0
4,95,110p,0
5,204,50p,0
6,582,15p,0
7,83,120p,0
8,91,110p,0
9,366,25p,0
10,87,110p,0
11,209,50p,0
12,602,15p,0
13,87,110p,0
14,237,40p,0
15,619,15p,0
16,183,50p,0
17,444,25p,0
18,87,110p,0
19,637,15p,0
20,82,120p,0
21,670,15p,0
22,160,60p,0
23,159,60p,0
24,156,60p,0
25,92,110p,0
26,184,50p,0
27,84,120p,0
28,203,50p,0
29,235,40p,0
30,169,60p,0
31,163,60p,0
32,90,110p,0
33,186,50p,0
34,255,40p,0
35,184,50p,0
36,91,110p,0
37,376,25p,0
38,82,120p,0
39,88,110p,0
40,197,50p,0
41,83,120p,0
42,255,40p,0
43,252,40p,0
44,85,120p,0
45,603,15p,0
46,415,25p,0
47,250,40p,0
48,177,60p,0
49,262,40p,0
50,253,40p,0
51,600,15p,0
52,611,15p,0
53,595,15p,0
54,395,25p,0
55,260,40p,0
56,83,120p,0
57,85,120p,0
58,85,120p,0
59,615,15p,0
60,173,60p,0
61,638,15p,0
62,245,40p,0
63,614,15p,0
64,433,25p,0
65,406,25p,0
66,247,40p,0
67,163,60p,0
68,176,60p,0
69,87,110p,0
70,155,60p,0
71,603,15p,0
72,602,15p,0
73,567,15p,0
74,404,25p,0
75,87,110p,0
76,404,25p,0
77,82,120p,0
78,88,110p,0
79,88,110p,0
80,174,60p,0
81,418,25p,0
82,601,15p,0
83,445,25p,0
84,426,25p,0
85,162,60p,0
86,202,50p,0
87,255,40p,0
88,668,15p,0
89,248,40p,0
90,400,25p,0
91,233,40p,0
92,264,40p,0
93,92,110p,0
94,246,40p,0
95,84,120p,0
96,92,110p,0
97,93,110p,0
98,241,40p,0
99,384,25p,0
100,417,25p,0
101,393,25p,0
102,169,60p,0
103,192,50p,0
104,86,120p,0
105,200,50p,0
106,633,15p,0
107,237,40p,0
108,82,120p,0
109,85,120p,0
110,568,15p,0
111,649,15p,0
112,154,60p,0
113,80,120p,0
114,155,60p,0
115,80,120p,0
116,255,40p,0
117,93,110p,0
118,231,40p,0
119,416,25p,0
120,94,110p,0
121,87,110p,0
122,241,40p,0
123,599,15p,0
124,231,40p,0
125,167,60p,0
126,686,15p,0
127,173,60p,0
128,186,50p,0
129,196,50p,0
130,88,110p,0
131,242,40p,0
132,205,50p,0
133,153,60p,0
134,84,120p,0
135,192,50p,0
136,84,120p,0
137,164,60p,0
138,203,50p,0
139,632,15p,0
140,637,15p,0
141,80,120p,0
142,652,15p,0
143,185,50p,0
144,242,40p,0
145,425,25p,0
146,369,25p,0
147,395,25p,0
148,84,120p,0
149,393,25p,0
150,241,40p,0
151,82,120p,0
152,85,120p,0
153,91,110p,0
154,377,25p,0
155,204,50p,0
156,366,25p,0
157,86,120p,0
158,162,60p,0
159,635,15p,0
160,638,15p,0
161,87,110p,0
162,91,110p,0
163,83,120p,0
164,255,40p,0
165,88,110p,0
166,188,50p,0
167,201,50p,0
168,81,120p,0
169,82,120p,0
170,86,120p,0
171,242,40p,0
172,660,15p,0
173,250,40p,0
174,84,120p,0
175,415,25p,0
176,588,15p,0
177,90,110p,0
178,90,110p,0
179,845,,1
180,201,50p,0
181,234,40p,0
182,89,110p,0
183,95,110p,0
184,419,25p,0
185,383,25p,0
186,235,40p,0
187,582,15p,0
188,384,25p,0
189,409,25p,0
190,83,120p,0
191,248,40p,0
192,84,120p,0
193,88,110p,0
194,194,50p,0
195,158,60p,0
196,94,110p,0
197,91,110p,0
198,264,40p,0
199,393,25p,0
200,185,50p,0
201,572,15p,0
202,240,40p,0
203,188,50p,0
204,172,60p,0
205,165,60p,0
206,196,50p,0
207,658,15p,0
208,174,60p,0
209,91,110p,0
210,264,40p,0
211,614,15p,0
212,87,110p,0
213,194,50p,0
214,200,50p,0
215,200,50p,0
216,81,120p,0
217,394,25p,0
218,624,15p,0
219,426,25p,0
220,424,25p,0
221,377,25p,0
222,82,120p,0
223,419,25p,0
224,662,15p,0
225,395,25p,0
226,204,50p,0
227,172,60p,0
228,603,15p,0
229,160,60p,0
230,183,50p,0
231,87,110p,0
232,84,120p,0
233,187,50p,0
234,235,40p,0
235,627,15p,0
236,153,60p,0
237,84,120p,0
238,383,25p,0
239,80,120p,0
240,653,15p,0
241,163,60p,0
242,184,50p,0
243,90,110p,0
244,243,40p,0
245,645,15p,0
246,402,25p,0
247,90,110p,0
248,88,110p,0
249,233,40p,0
250,81,120p,0
251,430,25p,0
252,198,50p,0
253,203,50p,0
254,420,25p,0
255,259,40p,0
256,671,15p,0
257,613,15p,0
258,388,25p,0
259,92,110p,0
260,156,60p,0
261,82,120p,0
262,80,120p,0
263,188,50p,0
264,403,25p,0
265,159,60p,0
266,187,50p,0
267,160,60p,0
268,668,15p,0
269,252,40p,0
270,82,120p,0
271,93,110p,0
272,430,25p,0
273,90,110p,0
274,200,50p,0
275,380,25p,0
276,187,50p,0
277,427,25p,0
278,648,15p,0
279,394,25p,0
280,203,50p,0
281,681,15p,0
282,231,40p,0
283,201,50p,0
284,698,15p,0
285,241,40p,0
286,161,60p,0
287,165,60p,0
288,261,40p,0
289,693,15p,0
290,254,40p,0
291,624,15p,0
292,170,60p,0
293,186,50p,0
294,239,40p,0
295,603,15p,0
296,194,50p,0
297,197,50p,0
298,90,110p,0
299,83,120p,0
300,586,15p,0
301,91,110p,0
302,394,25p,0
303,88,110p,0
304,366,25p,0
305,657,15p,0
306,233,40p,0
307,247,40p,0
308,643,15p,0
309,654,15p,0
310,652,15p,0
311,238,40p,0
312,187,50p,0
313,263,40p,0
314,85,120p,0
315,661,15p,0
316,173,60p,0
317,88,110p,0
318,89,110p,0
319,81,120p,0
320,89,110p,0
321,81,120p,0
322,81,120p,0
323,90,110p,0
324,164,60p,0
325,200,50p,0
326,596,15p,0
327,659,15p,0
328,162,60p,0
329,84,120p,0
330,90,110p,0
331,82,120p,0
332,185,50p,0
333,677,15p,0
334,376,25p,0
335,250,40p,0
336,383,25p,0
337,646,15p,0
338,173,60p,0
339,435,25p,0
340,81,120p,0
341,94,110p,0
342,92,110p,0
343,571,15p,0
344,201,50p,0
345,241,40p,0
346,89,110p,0
347,86,120p,0
348,368,25p,0
349,92,110p,0
350,640,15p,0
351,244,40p,0
352,668,15p,0
353,91,110p,0
354,401,25p,0
355,86,120p,0
356,589,15p,0
357,203,50p,0
358,421,25p,0
359,84,120p,0
360,187,50p,0
361,255,40p,0
362,95,110p,0
363,82,120p,0
364,432,25p,0
365,235,40p,0
366,95,110p,0
367,406,25p,0
368,91,110p,0
369,166,60p,0
370,153,60p,0
371,172,60p,0
372,173,60p,0
373,594,15p,0
374,264,40p,0
375,625,15p,0
376,257,40p,0
377,594,15p,0
378,82,120p,0
379,83,120p,0
380,91,110p,0
381,664,15p,0
382,204,50p,0
383,91,110p,0
384,82,120p,0
385,574,15p,0
386,90,110p,0
387,195,50p,0
388,173,60p,0
389,393,25p,0
390,199,50p,0
391,188,50p,0
392,90,110p,0
393,428,25p,0
394,88,110p,0
395,263,40p,0
396,92,110p,0
397,392,25p,0
398,191,50p,0
399,183,50p,0
400,264,40p,0
401,208,50p,0
402,185,50p,0
403,602,15p,0
404,88,110p,0
405,84,120p,0
406,232,40p,0
407,83,120p,0
408,93,110p,0
409,90,110p,0
410,199,50p,0
411,182,60p,0
412,92,110p,0
413,81,120p,0
414,92,110p,0
415,434,25p,0
416,638,15p,0
417,87,110p,0
418,84,120p,0
419,84,120p,0
420,89,110p,0
421,626,15p,0
422,381,25p,0
423,154,60p,0
424,202,50p,0
425,87,110p,0
426,172,60p,0
427,420,25p,0
428,204,50p,0
429,95,110p,0
430,571,15p,0
431,91,110p,0
432,404,25p,0
433,95,110p,0
434,85,120p,0
435,93,110p,0
436,243,40p,0
437,241,40p,0
438,199,50p,0
439,588,15p,0
440,243,40p,0
441,184,50p,0
442,193,50p,0
443,91,110p,0
444,397,25p,0
445,180,60p,0
446,80,120p,0
447,198,50p,0
448,90,110p,0
449,82,120p,0
450,84,120p,0
451,93,110p,0
452,231,40p,0
453,650,15p,0
454,236,40p,0
455,197,50p,0
456,87,110p,0
457,83,120p,0
458,203,50p,0
459,619,15p,0
460,95,110p,0
461,84,120p,0
462,209,50p,0
463,691,15p,0
464,169,60p,0
465,690,15p,0
466,410,25p,0
467,90,110p,0
468,86,120p,0
469,433,25p,0
470,690,15p,0
471,423,25p,0
472,170,60p,0
473,94,110p,0
474,425,25p,0
475,153,60p,0
476,391,25p,0
477,83,120p,0
478,95,110p,0
479,414,25p,0
480,417,25p,0
481,409,25p,0
482,182,60p,0
483,83,120p,0
484,380,25p,0
485,177,60p,0
486,422,25p,0
487,83,120p,0
488,209,50p,0
489,246,40p,0
490,89,110p,0
491,416,25p,0
492,390,25p,0
493,617,15p,0
494,161,60p,0
495,192,50p,0
496,94,110p,0
497,245,40p,0
498,180,60p,0
499,89,110p,0
500,161,60p,0
501,205,50p,0
502,88,110p,0
503,89,110p,0
504,257,40p,0
505,162,60p,0
506,185,50p,0
507,86,120p,0
508,694,15p,0
509,422,25p,0
510,635,15p,0
511,614,15p,0
512,617,15p,0
513,86,120p,0
514,158,60p,0
515,256,40p,0
516,83,120p,0
517,390,25p,0
518,89,110p,0
519,396,25p,0
520,182,60p,0
521,89,110p,0
522,83,120p,0
523,95,110p,0
524,84,120p,0
525,381,25p,0
526,156,60p,0
527,81,120p,0
528,256,40p,0
529,688,15p,0
530,204,50p,0
531,619,15p,0
532,611,15p,0
533,256,40p,0
534,178,60p,0
535,163,60p,0
536,83,120p,0
537,80,120p,0
538,92,110p,0
539,411,25p,0
540,40,,1
541,84,120p,0
542,202,50p,0
543,158,60p,0
544,412,25p,0
545,175,60p,0
546,173,60p,0
547,594,15p,0
548,232,40p,0
549,189,50p,0
550,187,50p,0
551,168,60p,0
552,80,120p,0
553,252,40p,0
554,193,50p,0
555,425,25p,0
556,652,15p,0
557,85,120p,0
558,193,50p,0
559,689,15p,0
560,166,60p,0
561,160,60p,0
562,619,15p,0
563,236,40p,0
564,82,120p,0
565,182,60p,0
566,187,50p,0
567,92,110p,0
568,623,15p,0
569,367,25p,0
570,81,120p,0
571,88,110p,0
572,175,60p,0
573,84,120p,0
574,570,15p,0
575,92,110p,0
576,86,120p,0
577,159,60p,0
578,154,60p,0
579,173,60p,0
580,87,110p,0
581,82,120p,0
582,407,25p,0
583,669,15p,0
584,389,25p,0
585,210,50p,0
586,400,25p,0
587,85,120p,0
588,89,110p,0
589,647,15p,0
590,262,40p,0
591,599,15p,0
592,366,25p,0
593,87,110p,0
594,93,110p,0
595,375,25p,0
596,259,40p,0
597,377,25p,0
598,411,25p,0
599,83,120p,0
600,86,120p,0
601,609,15p,0
602,84,120p,0
603,388,25p,0
604,83,120p,0
605,94,110p,0
606,210,50p,0
607,236,40p,0
608,91,110p,0
609,246,40p,0
610,239,40p,0
611,82,120p,0
612,243,40p,0
613,400,25p,0
614,193,50p,0
615,206,50p,0
616,232,40p,0
617,90,110p,0
618,187,50p,0
619,85,120p,0
620,386,25p,0
621,168,60p,0
622,241,40p,0
623,442,25p,0
624,205,50p,0
625,205,50p,0
626,382,25p,0
627,599,15p,0
628,81,120p,0
629,382,25p,0
630,253,40p,0
631,373,25p,0
632,184,50p,0
633,371,25p,0
634,181,60p,0
635,166,60p,0
636,264,40p,0
637,85,120p,0
638,159,60p,0
639,82,120p,0
640,252,40p,0
641,82,120p,0
642,81,120p,0
643,88,110p,0
644,83,120p,0
645,647,15p,0
646,177,60p,0
647,238,40p,0
648,382,25p,0
649,91,110p,0
650,628,15p,0
651,234,40p,0
652,698,15p,0
653,436,25p,0
654,157,60p,0
655,160,60p,0
656,95,110p,0
657,94,110p,0
658,203,50p,0
659,93,110p,0
660,246,40p,0
661,429,25p,0
662,252,40p,0
663,192,50p,0
664,85,120p,0
665,164,60p,0
666,82,120p,0
667,245,40p,0
668,680,15p,0
669,191,50p,0
670,198,50p,0
671,206,50p,0
672,87,110p,0
673,593,15p,0
674,403,25p,0
675,584,15p,0
676,90,110p,0
677,83,120p,0
678,184,50p,0
679,205,50p,0
680,84,120p,0
681,582,15p,0
682,156,60p,0
683,398,25p,0
684,247,40p,0
685,181,60p,0
686,238,40p,0
687,208,50p,0
688,168,60p,0
689,154,60p,0
690,87,110p,0
691,160,60p,0
692,172,60p,0
693,236,40p,0
694,205,50p,0
695,86,120p,0
696,595,15p,0
697,182,60p,0
698,90,110p,0
699,187,50p,0
700,687,15p,0
701,236,40p,0
702,158,60p,0
703,80,120p,0
704,249,40p,0
705,419,25p,0
706,88,110p,0
707,87,110p,0
708,380,25p,0
709,154,60p,0
710,387,25p,0
711,183,50p,0
712,87,110p,0
713,637,15p,0
714,258,40p,0
715,90,110p,0
716,85,120p,0
717,92,110p,0
718,83,120p,0
719,89,110p,0
720,83,120p,0
721,592,15p,0
722,412,25p,0
723,197,50p,0
724,200,50p,0
725,233,40p,0
726,90,110p,0
727,437,25p,0
728,168,60p,0
729,250,40p,0
730,261,40p,0
731,571,15p,0
732,644,15p,0
733,159,60p,0
734,90,110p,0
735,84,120p,0
736,88,110p,0
737,85,120p,0
738,232,40p,0
739,242,40p,0
740,244,40p,0
741,196,50p,0
742,200,50p,0
743,87,110p,0
744,94,110p,0
745,89,110p,0
746,179,60p,0
747,95,110p,0
748,84,120p,0
749,242,40p,0
750,194,50p,0
751,196,50p,0
752,367,25p,0
753,377,25p,0
754,661,15p,0
755,170,60p,0
756,249,40p,0
757,186,50p,0
758,155,60p,0
759,796,,1
760,91,110p,0
761,167,60p,0
762,200,50p,0
763,568,15p,0
764,421,25p,0
765,233,40p,0
766,194,50p,0
767,89,110p,0
768,89,110p,0
769,594,15p,0
770,194,50p,0
771,393,25p,0
772,181,60p,0
773,85,120p,0
774,90,110p,0
775,184,50p,0
776,158,60p,0
777,412,25p,0
778,90,110p,0
779,93,110p,0
780,241,40p,0
781,176,60p,0
782,172,60p,0
783,394,25p,0
784,566,15p,0
785,407,25p,0
786,84,120p,0
787,170,60p,0
788,188,50p,0
789,182,60p,0
790,663,15p,0
791,193,50p,0
792,82,120p,0
793,232,40p,0
794,257,40p,0
795,180,60p,0
796,167,60p,0
797,240,40p,0
798,612,15p,0
799,442,25p,0
800,93,110p,0
801,173,60p,0
802,698,15p,0
803,183,50p,0
804,236,40p,0
805,182,60p,0
806,82,120p,0
807,644,15p,0
808,191,50p,0
809,84,120p,0
810,697,15p,0
811,162,60p,0
812,432,25p,0
813,197,50p,0
814,439,25p,0
815,172,60p,0
816,81,120p,0
817,185,50p,0
818,178,60p,0
819,696,15p,0
820,402,25p,0
821,233,40p,0
822,253,40p,0
823,191,50p,0
824,567,15p,0
825,260,40p,0
826,83,120p,0
827,631,15p,0
828,187,50p,0
829,433,25p,0
830,82,120p,0
831,366,25p,0
832,256,40p,0
833,401,25p,0
834,606,15p,0
835,191,50p,0
836,91,110p,0
837,194,50p,0
838,82,120p,0
839,86,120p,0
840,185,50p,0
841,93,110p,0
842,233,40p,0
843,413,25p,0
844,620,15p,0
845,233,40p,0
846,86,120p,0
847,239,40p,0
848,249,40p,0
849,245,40p,0
850,176,60p,0
851,435,25p,0
852,43,,1
853,373,25p,0
854,570,15p,0
855,244,40p,0
856,637,15p,0
857,186,50p,0
858,191,50p,0
859,431,25p,0
860,232,40p,0
861,166,60p,0
862,84,120p,0
863,699,15p,0
864,374,25p,0
865,251,40p,0
866,432,25p,0
867,84,120p,0
868,210,50p,0
869,186,50p,0
870,154,60p,0
871,82,120p,0
872,670,15p,0
873,232,40p,0
874,199,50p,0
875,95,110p,0
876,669,15p,0
877,194,50p,0
878,91,110p,0
879,249,40p,0
880,89,110p,0
881,410,25p,0
882,84,120p,0
883,181,60p,0
884,84,120p,0
885,425,25p,0
886,369,25p,0
887,405,25p,0
888,84,120p,0
889,634,15p,0
890,632,15p,0
891,95,110p,0
892,90,110p,0
893,199,50p,0
894,685,15p,0
895,92,110p,0
896,236,40p,0
897,170,60p,0
898,80,120p,0
899,161,60p,0
900,81,120p,0
901,613,15p,0
902,191,50p,0
903,260,40p,0
