id,weight,spec,outside
1,512,20p,0
2,297,35p,0
3,269,35p,0
4,257,40p,0
5,244,40p,0
6,248,40p,0
7,286,35p,0
8,232,40p,0
9,256,40p,0
10,272,35p,0
11,591,15p,0
12,333,30p,0
13,461,20p,0
14,493,20p,0
15,234,40p,0
16,301,35p,0
17,339,30p,0
18,397,25p,0
19,592,15p,0
20,235,40p,0
21,505,20p,0
22,406,25p,0
23,651,15p,0
24,405,25p,0
25,687,15p,0
26,264,40p,0
27,542,20p,0
28,375,25p,0
29,516,20p,0
30,235,40p,0
31,266,35p,0
32,689,15p,0
33,251,40p,0
34,356,30p,0
35,245,40p,0
36,281,35p,0
37,495,20p,0
38,563,20p,0
39,613,15p,0
40,300,35p,0
41,383,25p,0
42,678,15p,0
43,579,15p,0
44,251,40p,0
45,266,35p,0
46,234,40p,0
47,602,15p,0
48,269,35p,0
49,286,35p,0
50,456,20p,0
51,322,30p,0
52,667,15p,0
53,391,25p,0
54,279,35p,0
55,644,15p,0
56,550,20p,0
57,329,30p,0
58,261,40p,0
59,621,15p,0
60,300,35p,0
61,573,15p,0
62,249,40p,0
63,312,30p,0
64,532,20p,0
65,406,25p,0
66,235,40p,0
67,278,35p,0
68,375,25p,0
69,254,40p,0
70,256,40p,0
71,276,35p,0
72,262,40p,0
73,269,35p,0
74,636,15p,0
75,452,20p,0
76,309,30p,0
77,289,35p,0
78,304,35p,0
79,694,15p,0
80,462,20p,0
81,265,40p,0
82,486,20p,0
83,633,15p,0
84,298,35p,0
85,409,25p,0
86,270,35p,0
87,421,25p,0
88,276,35p,0
89,288,35p,0
90,377,25p,0
91,339,30p,0
92,396,25p,0
93,411,25p,0
94,262,40p,0
95,680,15p,0
96,254,40p,0
97,367,25p,0
98,508,20p,0
99,513,20p,0
100,266,35p,0
101,242,40p,0
102,264,40p,0
103,330,30p,0
104,626,15p,0
105,699,15p,0
106,280,35p,0
107,576,15p,0
108,251,40p,0
109,349,30p,0
110,394,25p,0
111,242,40p,0
112,551,20p,0
113,569,15p,0
114,407,25p,0
115,402,25p,0
116,669,15p,0
117,241,40p,0
118,336,30p,0
119,447,20p,0
120,238,40p,0
121,608,15p,0
122,505,20p,0
123,233,40p,0
124,288,35p,0
125,263,40p,0
126,248,40p,0
127,426,25p,0
128,309,30p,0
129,538,20p,0
130,404,25p,0
131,605,15p,0
132,452,20p,0
133,642,15p,0
134,487,20p,0
135,524,20p,0
136,602,15p,0
137,395,25p,0
138,423,25p,0
139,310,30p,0
140,253,40p,0
141,292,35p,0
142,247,40p,0
143,431,25p,0
144,410,25p,0
145,641,15p,0
146,404,25p,0
147,588,15p,0
148,584,15p,0
149,273,35p,0
150,397,25p,0
151,376,25p,0
152,495,20p,0
153,602,15p,0
154,417,25p,0
155,612,15p,0
156,303,35p,0
157,661,15p,0
158,657,15p,0
159,464,20p,0
160,332,30p,0
161,344,30p,0
162,301,35p,0
163,532,20p,0
164,568,15p,0
165,260,40p,0
166,354,30p,0
167,236,40p,0
168,290,35p,0
169,486,20p,0
170,379,25p,0
171,421,25p,0
