id,weight,spec,outside
1,589,15p,0
2,236,40p,0
3,660,15p,0
4,196,50p,0
5,428,25p,0
6,646,15p,0
7,646,15p,0
8,92,110p,0
9,640,15p,0
10,603,15p,0
11,254,40p,0
12,693,15p,0
13,95,110p,0
14,264,40p,0
15,161,60p,0
16,178,60p,0
17,388,25p,0
18,170,60p,0
19,234,40p,0
20,180,60p,0
21,182,60p,0
22,196,50p,0
23,90,110p,0
24,237,40p,0
25,393,25p,0
26,93,110p,0
27,598,15p,0
28,408,25p,0
29,424,25p,0
30,208,50p,0
31,204,50p,0
32,164,60p,0
33,87,110p,0
34,253,40p,0
35,175,60p,0
36,95,110p,0
37,371,25p,0
38,176,60p,0
39,239,40p,0
40,180,60p,0
41,90,110p,0
42,241,40p,0
43,195,50p,0
44,601,15p,0
45,645,15p,0
46,664,15p,0
47,200,50p,0
48,430,25p,0
49,158,60p,0
50,254,40p,0
51,659,15p,0
52,252,40p,0
53,258,40p,0
54,389,25p,0
55,231,40p,0
56,247,40p,0
57,263,40p,0
58,636,15p,0
59,200,50p,0
60,185,50p,0
61,198,50p,0
62,170,60p,0
63,172,60p,0
64,88,110p,0
65,235,40p,0
66,242,40p,0
67,258,40p,0
68,248,40p,0
69,648,15p,0
70,603,15p,0
71,677,15p,0
72,90,110p,0
73,643,15p,0
74,190,50p,0
75,691,15p,0
76,193,50p,0
77,170,60p,0
78,204,50p,0
79,257,40p,0
80,157,60p,0
81,90,110p,0
82,568,15p,0
83,420,25p,0
84,249,40p,0
85,391,25p,0
86,572,15p,0
87,243,40p,0
88,95,110p,0
89,396,25p,0
90,90,110p,0
91,172,60p,0
92,91,110p,0
93,191,50p,0
94,91,110p,0
95,189,50p,0
96,372,25p,0
97,424,25p,0
98,658,15p,0
99,182,60p,0
100,232,40p,0
101,406,25p,0
102,191,50p,0
103,241,40p,0
104,566,15p,0
105,160,60p,0
106,624,15p,0
107,88,110p,0
108,88,110p,0
109,170,60p,0
110,247,40p,0
111,183,50p,0
112,178,60p,0
113,261,40p,0
114,262,40p,0
115,431,25p,0
116,161,60p,0
117,237,40p,0
118,412,25p,0
119,198,50p,0
120,88,110p,0
121,93,110p,0
122,414,25p,0
123,632,15p,0
124,656,15p,0
125,427,25p,0
126,648,15p,0
127,690,15p,0
128,198,50p,0
129,245,40p,0
130,87,110p,0
131,197,50p,0
132,382,25p,0
133,242,40p,0
134,634,15p,0
135,259,40p,0
136,88,110p,0
137,201,50p,0
138,89,110p,0
139,164,60p,0
140,157,60p,0
141,613,15p,0
142,173,60p,0
143,171,60p,0
144,655,15p,0
145,241,40p,0
146,156,60p,0
147,258,40p,0
148,171,60p,0
149,609,15p,0
150,208,50p,0
151,184,50p,0
152,588,15p,0
153,176,60p,0
154,94,110p,0
155,605,15p,0
156,415,25p,0
157,187,50p,0
158,167,60p,0
159,683,15p,0
160,632,15p,0
161,174,60p,0
162,250,40p,0
163,259,40p,0
164,627,15p,0
165,259,40p,0
166,179,60p,0
167,166,60p,0
168,89,110p,0
169,92,110p,0
170,571,15p,0
171,262,40p,0
172,209,50p,0
173,261,40p,0
174,88,110p,0
175,426,25p,0
176,728,,1
177,416,25p,0
178,189,50p,0
179,245,40p,0
180,87,110p,0
181,183,50p,0
182,402,25p,0
183,647,15p,0
184,92,110p,0
185,246,40p,0
186,602,15p,0
187,696,15p,0
188,242,40p,0
189,652,15p,0
190,88,110p,0
191,189,50p,0
192,376,25p,0
193,241,40p,0
194,204,50p,0
195,36,,1
196,184,50p,0
197,199,50p,0
198,603,15p,0
199,181,60p,0
200,249,40p,0
201,165,60p,0
202,263,40p,0
203,431,25p,0
204,174,60p,0
205,603,15p,0
206,238,40p,0
207,239,40p,0
208,689,15p,0
209,378,25p,0
210,154,60p,0
211,665,15p,0
212,417,25p,0
213,678,15p,0
214,252,40p,0
215,94,110p,0
216,232,40p,0
217,381,25p,0
218,91,110p,0
219,606,15p,0
220,422,25p,0
221,629,15p,0
222,373,25p,0
223,164,60p,0
224,263,40p,0
225,163,60p,0
226,262,40p,0
227,161,60p,0
228,656,15p,0
229,239,40p,0
230,173,60p,0
231,637,15p,0
232,591,15p,0
233,174,60p,0
234,432,25p,0
235,197,50p,0
236,199,50p,0
237,207,50p,0
238,160,60p,0
239,187,50p,0
240,197,50p,0
241,158,60p,0
242,246,40p,0
243,91,110p,0
244,416,25p,0
245,92,110p,0
246,695,15p,0
247,438,25p,0
248,206,50p,0
249,92,110p,0
250,634,15p,0
251,628,15p,0
252,92,110p,0
