id,weight,spec,outside
1,373,25p,0
2,255,40p,0
3,264,40p,0
4,165,60p,0
5,696,15p,0
6,239,40p,0
7,189,50p,0
8,427,25p,0
9,208,50p,0
10,181,60p,0
11,251,40p,0
12,173,60p,0
13,167,60p,0
14,156,60p,0
15,177,60p,0
16,245,40p,0
17,429,25p,0
18,707,,1
19,658,15p,0
20,196,50p,0
21,165,60p,0
22,174,60p,0
23,373,25p,0
24,594,15p,0
25,386,25p,0
26,569,15p,0
27,169,60p,0
28,158,60p,0
29,183,50p,0
30,256,40p,0
31,605,15p,0
32,439,25p,0
33,613,15p,0
34,428,25p,0
35,163,60p,0
36,189,50p,0
37,190,50p,0
38,369,25p,0
39,254,40p,0
40,208,50p,0
41,238,40p,0
42,422,25p,0
43,577,15p,0
44,183,50p,0
45,169,60p,0
46,628,15p,0
47,162,60p,0
48,587,15p,0
49,377,25p,0
50,197,50p,0
51,247,40p,0
52,682,15p,0
53,394,25p,0
54,385,25p,0
55,192,50p,0
56,181,60p,0
57,174,60p,0
58,241,40p,0
59,572,15p,0
60,687,15p,0
61,208,50p,0
62,589,15p,0
63,201,50p,0
64,163,60p,0
65,711,,1
66,641,15p,0
67,420,25p,0
68,191,50p,0
69,166,60p,0
70,232,40p,0
71,257,40p,0
72,781,,1
73,203,50p,0
74,620,15p,0
75,662,15p,0
76,414,25p,0
77,405,25p,0
78,197,50p,0
79,610,15p,0
80,434,25p,0
81,374,25p,0
82,206,50p,0
83,397,25p,0
84,371,25p,0
85,251,40p,0
86,576,15p,0
87,199,50p,0
88,166,60p,0
89,208,50p,0
90,685,15p,0
91,686,15p,0
92,568,15p,0
93,182,60p,0
94,180,60p,0
95,194,50p,0
96,170,60p,0
97,233,40p,0
98,231,40p,0
99,197,50p,0
100,191,50p,0
101,615,15p,0
102,171,60p,0
103,265,40p,0
104,195,50p,0
105,183,50p,0
106,251,40p,0
107,676,15p,0
108,241,40p,0
109,378,25p,0
110,176,60p,0
111,233,40p,0
112,174,60p,0
113,258,40p,0
114,174,60p,0
115,208,50p,0
116,660,15p,0
117,682,15p,0
118,188,50p,0
119,629,15p,0
120,643,15p,0
121,373,25p,0
122,191,50p,0
123,257,40p,0
124,638,15p,0
125,260,40p,0
126,157,60p,0
127,584,15p,0
128,164,60p,0
129,386,25p,0
130,441,25p,0
131,626,15p,0
132,406,25p,0
133,372,25p,0
