id,weight,spec,outside
1,71,140p,0
2,105,100p,0
3,104,100p,0
4,78,130p,0
5,66,150p,0
6,85,120p,0
7,79,130p,0
8,91,110p,0
9,80,120p,0
10,67,150p,0
11,67,150p,0
12,103,100p,0
13,91,110p,0
14,71,140p,0
15,67,150p,0
16,100,100p,0
17,70,140p,0
18,93,110p,0
19,76,130p,0
20,236,,1
21,74,130p,0
22,87,110p,0
23,73,140p,0
24,74,130p,0
25,69,140p,0
26,78,130p,0
27,100,100p,0
28,74,130p,0
29,71,140p,0
30,66,150p,0
31,78,130p,0
32,72,140p,0
33,94,110p,0
34,98,100p,0
35,71,140p,0
36,85,120p,0
37,102,100p,0
38,66,150p,0
39,90,110p,0
40,73,140p,0
41,67,150p,0
42,92,110p,0
43,65,150p,0
44,94,110p,0
45,79,130p,0
46,84,120p,0
47,87,110p,0
48,71,140p,0
49,75,130p,0
50,86,120p,0
51,89,110p,0
52,78,130p,0
53,85,120p,0
54,68,150p,0
55,73,140p,0
56,71,140p,0
57,68,150p,0
58,75,130p,0
59,76,130p,0
60,87,110p,0
61,84,120p,0
62,71,140p,0
63,94,110p,0
64,101,100p,0
65,68,150p,0
66,76,130p,0
67,94,110p,0
68,77,130p,0
69,66,150p,0
70,92,110p,0
71,86,120p,0
72,79,130p,0
73,91,110p,0
74,85,120p,0
75,80,120p,0
76,89,110p,0
77,74,130p,0
78,90,110p,0
79,97,100p,0
80,65,150p,0
81,83,120p,0
82,82,120p,0
83,86,120p,0
84,72,140p,0
85,80,120p,0
86,82,120p,0
87,70,140p,0
88,71,140p,0
89,90,110p,0
90,105,100p,0
91,67,150p,0
92,85,120p,0
93,74,130p,0
94,86,120p,0
95,84,120p,0
96,78,130p,0
97,68,150p,0
98,104,100p,0
99,69,140p,0
100,74,130p,0
101,77,130p,0
102,96,100p,0
103,81,120p,0
104,89,110p,0
105,71,140p,0
106,66,150p,0
107,105,100p,0
108,90,110p,0
109,86,120p,0
110,103,100p,0
111,84,120p,0
112,98,100p,0
113,78,130p,0
114,75,130p,0
115,67,150p,0
116,67,150p,0
117,84,120p,0
118,75,130p,0
119,92,110p,0
120,88,110p,0
121,83,120p,0
122,68,150p,0
123,77,130p,0
124,86,120p,0
125,83,120p,0
126,93,110p,0
127,93,110p,0
128,102,100p,0
129,65,150p,0
130,75,130p,0
131,67,150p,0
132,65,150p,0
133,72,140p,0
134,98,100p,0
135,65,150p,0
136,84,120p,0
137,89,110p,0
138,68,150p,0
139,94,110p,0
140,95,110p,0
141,99,100p,0
142,91,110p,0
143,86,120p,0
144,92,110p,0
145,68,150p,0
146,66,150p,0
147,72,140p,0
148,98,100p,0
149,74,130p,0
150,65,150p,0
151,66,150p,0
152,96,100p,0
153,101,100p,0
154,76,130p,0
155,81,120p,0
156,76,130p,0
157,70,140p,0
158,99,100p,0
159,66,150p,0
160,98,100p,0
161,99,100p,0
162,65,150p,0
163,103,100p,0
164,65,150p,0
165,80,120p,0
166,68,150p,0
167,101,100p,0
168,78,130p,0
169,83,120p,0
170,68,150p,0
171,101,100p,0
172,86,120p,0
173,69,140p,0
174,96,100p,0
175,77,130p,0
176,69,140p,0
177,66,150p,0
178,102,100p,0
179,78,130p,0
180,89,110p,0
181,76,130p,0
182,81,120p,0
183,81,120p,0
184,68,150p,0
185,74,130p,0
186,87,110p,0
187,72,140p,0
188,65,150p,0
189,86,120p,0
190,76,130p,0
191,77,130p,0
192,97,100p,0
193,72,140p,0
194,68,150p,0
195,77,130p,0
196,99,100p,0
197,88,110p,0
198,77,130p,0
199,66,150p,0
200,101,100p,0
201,70,140p,0
202,104,100p,0
203,76,130p,0
204,81,120p,0
205,66,150p,0
206,78,130p,0
207,71,140p,0
208,77,130p,0
209,83,120p,0
210,97,100p,0
211,92,110p,0
212,87,110p,0
213,73,140p,0
214,86,120p,0
215,81,120p,0
216,65,150p,0
217,65,150p,0
218,71,140p,0
219,105,100p,0
220,68,150p,0
221,75,130p,0
222,102,100p,0
223,86,120p,0
224,74,130p,0
225,103,100p,0
226,69,140p,0
227,104,100p,0
228,85,120p,0
229,74,130p,0
230,65,150p,0
231,70,140p,0
232,65,150p,0
233,85,120p,0
234,98,100p,0
235,99,100p,0
236,100,100p,0
237,75,130p,0
238,71,140p,0
239,94,110p,0
240,79,130p,0
241,68,150p,0
242,92,110p,0
243,91,110p,0
244,98,100p,0
245,67,150p,0
246,68,150p,0
247,88,110p,0
248,92,110p,0
249,70,140p,0
250,100,100p,0
251,102,100p,0
252,75,130p,0
253,79,130p,0
254,90,110p,0
255,86,120p,0
256,89,110p,0
257,102,100p,0
258,71,140p,0
259,71,140p,0
260,80,120p,0
261,104,100p,0
262,85,120p,0
263,68,150p,0
264,94,110p,0
265,78,130p,0
266,77,130p,0
267,90,110p,0
268,71,140p,0
269,84,120p,0
270,69,140p,0
271,81,120p,0
272,96,100p,0
273,104,100p,0
274,83,120p,0
275,95,110p,0
276,96,100p,0
277,85,120p,0
278,67,150p,0
