id,weight,spec,outside
1,436,25p,0
2,404,25p,0
3,393,25p,0
4,165,60p,0
5,181,60p,0
6,263,40p,0
7,241,40p,0
8,414,25p,0
9,478,20p,0
10,656,15p,0
11,427,25p,0
12,573,15p,0
13,381,25p,0
14,254,40p,0
15,503,20p,0
16,242,40p,0
17,236,40p,0
18,383,25p,0
19,642,15p,0
20,279,35p,0
21,407,25p,0
22,397,25p,0
23,262,40p,0
24,463,20p,0
25,665,15p,0
26,373,25p,0
27,404,25p,0
28,233,40p,0
29,634,15p,0
30,482,20p,0
31,429,25p,0
32,162,60p,0
33,263,40p,0
34,474,20p,0
35,438,25p,0
36,290,35p,0
37,293,35p,0
38,157,60p,0
39,181,60p,0
40,289,35p,0
41,290,35p,0
42,234,40p,0
43,373,25p,0
44,653,15p,0
45,668,15p,0
46,550,20p,0
47,286,35p,0
48,246,40p,0
49,177,60p,0
50,161,60p,0
51,241,40p,0
52,373,25p,0
53,292,35p,0
54,600,15p,0
55,174,60p,0
56,391,25p,0
57,158,60p,0
58,265,40p,0
59,621,15p,0
60,561,20p,0
61,257,40p,0
62,389,25p,0
63,433,25p,0
64,697,15p,0
65,302,35p,0
66,304,35p,0
67,502,20p,0
68,232,40p,0
69,293,35p,0
70,597,15p,0
71,417,25p,0
72,293,35p,0
73,169,60p,0
74,163,60p,0
75,454,20p,0
76,384,25p,0
77,562,20p,0
78,268,35p,0
79,442,25p,0
80,399,25p,0
81,449,20p,0
82,673,15p,0
83,544,20p,0
84,573,15p,0
85,610,15p,0
86,241,40p,0
87,496,20p,0
88,174,60p,0
89,302,35p,0
90,278,35p,0
91,257,40p,0
92,172,60p,0
93,489,20p,0
94,389,25p,0
95,602,15p,0
96,162,60p,0
97,633,15p,0
98,252,40p,0
99,414,25p,0
100,279,35p,0
101,387,25p,0
102,258,40p,0
103,256,40p,0
104,262,40p,0
105,163,60p,0
106,390,25p,0
107,242,40p,0
108,160,60p,0
109,605,15p,0
110,592,15p,0
111,246,40p,0
112,283,35p,0
113,241,40p,0
114,174,60p,0
115,305,35p,0
116,659,15p,0
117,172,60p,0
118,370,25p,0
119,628,15p,0
120,626,15p,0
121,581,15p,0
122,671,15p,0
123,404,25p,0
124,418,25p,0
125,366,25p,0
126,300,35p,0
127,256,40p,0
128,161,60p,0
129,428,25p,0
130,440,25p,0
131,245,40p,0
132,465,20p,0
133,239,40p,0
134,516,20p,0
135,234,40p,0
136,173,60p,0
137,264,40p,0
138,591,15p,0
139,544,20p,0
140,244,40p,0
141,481,20p,0
142,693,15p,0
143,658,15p,0
144,387,25p,0
145,556,20p,0
146,389,25p,0
147,523,20p,0
148,264,40p,0
149,387,25p,0
150,258,40p,0
151,486,20p,0
152,153,60p,0
153,433,25p,0
154,300,35p,0
155,304,35p,0
156,164,60p,0
157,171,60p,0
158,502,20p,0
159,270,35p,0
160,469,20p,0
161,672,15p,0
162,300,35p,0
163,537,20p,0
164,180,60p,0
165,517,20p,0
166,155,60p,0
167,283,35p,0
168,244,40p,0
169,256,40p,0
170,162,60p,0
171,483,20p,0
172,283,35p,0
173,288,35p,0
174,256,40p,0
175,673,15p,0
176,425,25p,0
177,676,15p,0
178,681,15p,0
179,160,60p,0
180,168,60p,0
181,664,15p,0
182,630,15p,0
183,263,40p,0
184,375,25p,0
185,157,60p,0
186,304,35p,0
187,243,40p,0
188,238,40p,0
189,444,25p,0
190,155,60p,0
191,287,35p,0
192,258,40p,0
193,296,35p,0
194,444,25p,0
195,172,60p,0
196,293,35p,0
197,160,60p,0
198,160,60p,0
199,259,40p,0
200,247,40p,0
201,569,15p,0
202,251,40p,0
203,169,60p,0
204,181,60p,0
205,261,40p,0
206,160,60p,0
207,156,60p,0
208,164,60p,0
209,419,25p,0
210,261,40p,0
211,503,20p,0
212,248,40p,0
213,253,40p,0
214,435,25p,0
215,439,25p,0
216,173,60p,0
217,412,25p,0
218,175,60p,0
219,304,35p,0
220,304,35p,0
221,242,40p,0
222,249,40p,0
223,631,15p,0
224,255,40p,0
225,575,15p,0
226,418,25p,0
227,279,35p,0
228,610,15p,0
229,270,35p,0
230,660,15p,0
231,485,20p,0
232,480,20p,0
233,165,60p,0
234,418,25p,0
235,381,25p,0
236,248,40p,0
237,174,60p,0
238,500,20p,0
239,693,15p,0
240,253,40p,0
241,231,40p,0
242,686,15p,0
243,163,60p,0
244,520,20p,0
245,245,40p,0
246,250,40p,0
247,233,40p,0
248,290,35p,0
249,484,20p,0
250,302,35p,0
251,179,60p,0
252,382,25p,0
253,168,60p,0
254,172,60p,0
255,626,15p,0
256,257,40p,0
257,596,15p,0
258,621,15p,0
259,663,15p,0
260,268,35p,0
261,438,25p,0
262,264,40p,0
263,243,40p,0
264,377,25p,0
265,261,40p,0
266,650,15p,0
267,167,60p,0
268,237,40p,0
269,394,25p,0
270,280,35p,0
271,457,20p,0
272,266,35p,0
273,303,35p,0
274,295,35p,0
275,639,15p,0
276,377,25p,0
277,426,25p,0
278,378,25p,0
279,239,40p,0
280,180,60p,0
281,36,,1
282,244,40p,0
283,433,25p,0
284,153,60p,0
285,435,25p,0
286,450,20p,0
287,288,35p,0
288,155,60p,0
289,626,15p,0
290,457,20p,0
291,472,20p,0
292,530,20p,0
293,399,25p,0
294,372,25p,0
295,234,40p,0
296,398,25p,0
297,534,20p,0
298,439,25p,0
299,289,35p,0
300,549,20p,0
301,515,20p,0
302,421,25p,0
303,155,60p,0
304,167,60p,0
305,286,35p,0
306,488,20p,0
307,444,25p,0
308,621,15p,0
309,266,35p,0
310,469,20p,0
311,267,35p,0
312,532,20p,0
313,697,15p,0
314,182,60p,0
315,171,60p,0
316,236,40p,0
317,496,20p,0
318,155,60p,0
319,514,20p,0
320,429,25p,0
321,300,35p,0
322,650,15p,0
323,421,25p,0
324,272,35p,0
325,367,25p,0
326,260,40p,0
327,581,15p,0
328,58,,1
329,492,20p,0
330,179,60p,0
331,439,25p,0
332,292,35p,0
333,242,40p,0
334,304,35p,0
335,509,20p,0
336,650,15p,0
337,757,,1
338,174,60p,0
339,160,60p,0
340,262,40p,0
341,167,60p,0
342,289,35p,0
343,429,25p,0
344,155,60p,0
345,670,15p,0
346,154,60p,0
347,158,60p,0
348,260,40p,0
349,162,60p,0
350,168,60p,0
351,297,35p,0
352,434,25p,0
353,374,25p,0
354,692,15p,0
355,531,20p,0
356,285,35p,0
357,683,15p,0
358,644,15p,0
359,256,40p,0
360,158,60p,0
361,178,60p,0
362,288,35p,0
363,391,25p,0
364,691,15p,0
365,265,40p,0
366,160,60p,0
367,433,25p,0
368,534,20p,0
369,171,60p,0
370,245,40p,0
371,283,35p,0
372,180,60p,0
373,546,20p,0
374,158,60p,0
375,542,20p,0
376,279,35p,0
377,162,60p,0
378,445,25p,0
379,158,60p,0
380,165,60p,0
381,513,20p,0
382,456,20p,0
383,234,40p,0
384,180,60p,0
385,252,40p,0
386,275,35p,0
387,454,20p,0
388,527,20p,0
389,499,20p,0
390,549,20p,0
391,296,35p,0
392,238,40p,0
393,262,40p,0
394,448,20p,0
395,565,20p,0
396,176,60p,0
397,301,35p,0
398,449,20p,0
399,405,25p,0
400,156,60p,0
401,254,40p,0
402,172,60p,0
403,235,40p,0
404,608,15p,0
405,163,60p,0
406,304,35p,0
407,593,15p,0
408,515,20p,0
409,527,20p,0
410,444,25p,0
411,250,40p,0
412,291,35p,0
413,156,60p,0
414,487,20p,0
415,302,35p,0
416,381,25p,0
417,649,15p,0
418,555,20p,0
419,245,40p,0
420,648,15p,0
421,376,25p,0
422,746,,1
423,267,35p,0
424,266,35p,0
425,566,15p,0
426,231,40p,0
427,371,25p,0
428,581,15p,0
429,233,40p,0
430,240,40p,0
431,377,25p,0
432,272,35p,0
433,172,60p,0
434,246,40p,0
435,274,35p,0
436,404,25p,0
437,383,25p,0
438,179,60p,0
439,255,40p,0
440,683,15p,0
441,806,,1
442,499,20p,0
443,175,60p,0
444,643,15p,0
445,178,60p,0
446,620,15p,0
447,234,40p,0
448,443,25p,0
449,290,35p,0
450,173,60p,0
451,240,40p,0
452,234,40p,0
453,375,25p,0
454,639,15p,0
455,262,40p,0
456,644,15p,0
457,531,20p,0
458,482,20p,0
459,412,25p,0
460,642,15p,0
461,276,35p,0
462,168,60p,0
463,232,40p,0
464,271,35p,0
465,371,25p,0
466,166,60p,0
467,179,60p,0
468,388,25p,0
469,273,35p,0
470,562,20p,0
471,589,15p,0
472,233,40p,0
473,231,40p,0
474,182,60p,0
475,173,60p,0
476,267,35p,0
477,282,35p,0
478,266,35p,0
479,252,40p,0
480,270,35p,0
481,524,20p,0
482,649,15p,0
483,625,15p,0
484,667,15p,0
485,256,40p,0
486,303,35p,0
487,274,35p,0
488,168,60p,0
489,472,20p,0
490,408,25p,0
491,244,40p,0
492,249,40p,0
493,160,60p,0
494,435,25p,0
495,371,25p,0
496,486,20p,0
497,595,15p,0
498,484,20p,0
499,577,15p,0
500,161,60p,0
501,656,15p,0
502,303,35p,0
503,159,60p,0
504,156,60p,0
505,234,40p,0
506,250,40p,0
507,417,25p,0
508,232,40p,0
509,490,20p,0
510,232,40p,0
511,597,15p,0
512,415,25p,0
513,289,35p,0
514,154,60p,0
515,396,25p,0
516,505,20p,0
517,172,60p,0
518,492,20p,0
519,171,60p,0
520,264,40p,0
521,168,60p,0
522,267,35p,0
523,31,,1
524,49,,1
525,182,60p,0
526,451,20p,0
527,233,40p,0
528,371,25p,0
529,442,25p,0
530,180,60p,0
531,288,35p,0
532,269,35p,0
533,537,20p,0
534,768,,1
535,396,25p,0
536,445,25p,0
537,471,20p,0
538,180,60p,0
539,662,15p,0
540,391,25p,0
541,563,20p,0
542,270,35p,0
543,483,20p,0
544,234,40p,0
545,489,20p,0
546,699,15p,0
547,170,60p,0
548,259,40p,0
549,392,25p,0
550,301,35p,0
551,237,40p,0
552,242,40p,0
553,163,60p,0
554,435,25p,0
555,367,25p,0
556,643,15p,0
557,288,35p,0
558,245,40p,0
559,161,60p,0
560,237,40p,0
561,293,35p,0
562,237,40p,0
563,549,20p,0
564,521,20p,0
565,674,15p,0
566,304,35p,0
567,440,25p,0
568,164,60p,0
569,301,35p,0
570,173,60p,0
571,176,60p,0
572,171,60p,0
573,241,40p,0
574,674,15p,0
575,683,15p,0
576,637,15p,0
577,462,20p,0
578,721,,1
579,248,40p,0
580,233,40p,0
581,492,20p,0
582,160,60p,0
583,658,15p,0
584,377,25p,0
585,434,25p,0
586,681,15p,0
587,168,60p,0
588,281,35p,0
589,259,40p,0
590,168,60p,0
591,253,40p,0
592,425,25p,0
593,156,60p,0
594,559,20p,0
595,170,60p,0
596,278,35p,0
597,252,40p,0
598,174,60p,0
599,505,20p,0
600,381,25p,0
601,527,20p,0
602,233,40p,0
603,653,15p,0
604,239,40p,0
605,262,40p,0
606,181,60p,0
607,424,25p,0
608,574,15p,0
609,163,60p,0
610,170,60p,0
611,624,15p,0
612,158,60p,0
613,285,35p,0
614,473,20p,0
615,282,35p,0
616,279,35p,0
617,64,,1
618,385,25p,0
619,295,35p,0
620,678,15p,0
621,159,60p,0
622,264,40p,0
623,159,60p,0
624,290,35p,0
